-3.141600 0.000029 
-3.110340 -0.124583 
-3.079081 -0.246653 
-3.047821 -0.363730 
-3.016561 -0.473540 
-2.985301 -0.574072 
-2.954042 -0.663641 
-2.922782 -0.740946 
-2.891522 -0.805112 
-2.860263 -0.855708 
-2.829003 -0.892754 
-2.797743 -0.916706 
-2.766484 -0.928427 
-2.735224 -0.929134 
-2.703964 -0.920344 
-2.672704 -0.903799 
-2.641445 -0.881390 
-2.610185 -0.855071 
-2.578925 -0.826781 
-2.547666 -0.798362 
-2.516406 -0.771488 
-2.485146 -0.747604 
-2.453887 -0.727872 
-2.422627 -0.713144 
-2.391367 -0.703933 
-2.360107 -0.700416 
-2.328848 -0.702442 
-2.297588 -0.709562 
-2.266328 -0.721069 
-2.235069 -0.736044 
-2.203809 -0.753422 
-2.172549 -0.772051 
-2.141289 -0.790760 
-2.110030 -0.808422 
-2.078770 -0.824016 
-2.047510 -0.836676 
-2.016251 -0.845737 
-1.984991 -0.850761 
-1.953731 -0.851559 
-1.922472 -0.848193 
-1.891212 -0.840965 
-1.859952 -0.830398 
-1.828693 -0.817197 
-1.797433 -0.802211 
-1.766173 -0.786377 
-1.734913 -0.770671 
-1.703654 -0.756049 
-1.672394 -0.743392 
-1.641134 -0.733458 
-1.609875 -0.726840 
-1.578615 -0.723932 
-1.547355 -0.724905 
-1.516096 -0.729703 
-1.484836 -0.738041 
-1.453576 -0.749421 
-1.422316 -0.763164 
-1.391057 -0.778443 
-1.359797 -0.794335 
-1.328537 -0.809866 
-1.297278 -0.824073 
-1.266018 -0.836056 
-1.234758 -0.845032 
-1.203499 -0.850382 
-1.172239 -0.851690 
-1.140979 -0.848772 
-1.109720 -0.841691 
-1.078460 -0.830763 
-1.047200 -0.816540 
-1.015940 -0.799793 
-0.984681 -0.781472 
-0.953421 -0.762658 
-0.922161 -0.744507 
-0.890902 -0.728190 
-0.859642 -0.714823 
-0.828382 -0.705406 
-0.797122 -0.700758 
-0.765863 -0.701464 
-0.734603 -0.707828 
-0.703343 -0.719839 
-0.672084 -0.737153 
-0.640824 -0.759087 
-0.609564 -0.784629 
-0.578305 -0.812472 
-0.547045 -0.841047 
-0.515785 -0.868590 
-0.484525 -0.893200 
-0.453266 -0.912921 
-0.422006 -0.925819 
-0.390746 -0.930068 
-0.359487 -0.924030 
-0.328227 -0.906328 
-0.296967 -0.875915 
-0.265708 -0.832128 
-0.234448 -0.774725 
-0.203188 -0.703910 
-0.171928 -0.620339 
-0.140669 -0.525104 
-0.109409 -0.419702 
-0.078149 -0.305990 
-0.046890 -0.186121 
-0.015630 -0.062466 
0.015630 0.062466 
0.046889 0.186120 
0.078149 0.305990 
0.109409 0.419701 
0.140669 0.525103 
0.171928 0.620339 
0.203188 0.703910 
0.234448 0.774724 
0.265707 0.832127 
0.296967 0.875915 
0.328227 0.906328 
0.359486 0.924030 
0.390746 0.930068 
0.422006 0.925819 
0.453266 0.912921 
0.484525 0.893201 
0.515785 0.868590 
0.547045 0.841047 
0.578304 0.812472 
0.609564 0.784629 
0.640824 0.759087 
0.672083 0.737153 
0.703343 0.719839 
0.734603 0.707828 
0.765863 0.701464 
0.797122 0.700758 
0.828382 0.705406 
0.859642 0.714823 
0.890901 0.728190 
0.922161 0.744507 
0.953421 0.762658 
0.984680 0.781472 
1.015940 0.799793 
1.047200 0.816539 
1.078460 0.830762 
1.109719 0.841691 
1.140979 0.848772 
1.172239 0.851690 
1.203498 0.850382 
1.234758 0.845032 
1.266018 0.836056 
1.297277 0.824073 
1.328537 0.809866 
1.359797 0.794335 
1.391057 0.778444 
1.422316 0.763164 
1.453576 0.749421 
1.484836 0.738041 
1.516095 0.729703 
1.547355 0.724905 
1.578615 0.723932 
1.609874 0.726840 
1.641134 0.733458 
1.672394 0.743392 
1.703654 0.756049 
1.734913 0.770671 
1.766173 0.786377 
1.797433 0.802211 
1.828692 0.817197 
1.859952 0.830398 
1.891212 0.840965 
1.922472 0.848193 
1.953731 0.851559 
1.984991 0.850761 
2.016251 0.845737 
2.047510 0.836676 
2.078770 0.824016 
2.110030 0.808422 
2.141289 0.790760 
2.172549 0.772051 
2.203809 0.753422 
2.235069 0.736044 
2.266328 0.721069 
2.297588 0.709562 
2.328848 0.702442 
2.360107 0.700416 
2.391367 0.703933 
2.422627 0.713144 
2.453887 0.727872 
2.485146 0.747603 
2.516406 0.771488 
2.547666 0.798362 
2.578925 0.826781 
2.610185 0.855071 
2.641445 0.881390 
2.672704 0.903799 
2.703964 0.920343 
2.735224 0.929134 
2.766483 0.928427 
2.797743 0.916706 
2.829003 0.892754 
2.860263 0.855708 
2.891522 0.805113 
2.922782 0.740947 
2.954042 0.663641 
2.985301 0.574073 
3.016561 0.473541 
3.047821 0.363730 
3.079080 0.246654 
3.110340 0.124584 
