1.0	0.363935977358
1.1	0.355336118268
1.2	0.344152396783
1.3	0.331748494682
1.4	0.318547278995
1.5	0.305158377987
1.6	0.291935005668
1.7	0.279110429747
1.8	0.266829696627
1.9	0.255076123232
2.0	0.244084000768
2.1	0.233859730067
2.2	0.224192090059
2.3	0.215055824621
2.4	0.206713215348
2.5	0.198829544705
2.6	0.191367693628
2.7	0.184583828856
2.8	0.178046912742
2.9	0.172115973874
3.0	0.166363896742
3.1	0.161154327646
3.2	0.156164388706
3.3	0.151366839726
3.4	0.147036054109
3.5	0.142755207165
3.6	0.138800813347
3.7	0.135156409264
3.8	0.131608103304
3.9	0.128140658999
4.0	0.124939313977
4.1	0.12199269864
4.2	0.119091479996
4.3	0.116225365755
4.4	0.113583618119
4.5	0.111158172211
4.6	0.108743491339
4.7	0.106431416049
4.8	0.10411644121
4.9	0.101990704169
5.0	0.0999499489572
5.1	0.0979891903727
5.2	0.096103823324
5.3	0.0943888590124
5.4	0.0926419517621
5.5	0.090958549853
5.6	0.0893352540477
5.7	0.0877689029404
5.8	0.0862565526327
5.9	0.0847954584312
6.0	0.0833830583435
6.1	0.0820169581735
6.2	0.0806949180413
6.3	0.0794148401739
6.4	0.0781747578313
6.5	0.0769728252471
6.6	0.075807308479
6.7	0.0746765770747
6.8	0.0735790964701
6.9	0.0725134210469
7.0	0.0714781877834
7.1	0.0704721104409
7.2	0.0694939742338
7.3	0.068542630937
7.4	0.0675177770803
7.5	0.0666169365161
7.6	0.0657398073326
7.7	0.0648854656814
7.8	0.0640530350888
7.9	0.0633409466356
8.0	0.0625497283211
8.1	0.0617780416181
8.2	0.0610251719927
8.3	0.0601911450424
8.4	0.0594740827492
8.5	0.0587738968303
8.6	0.0580899985376
8.7	0.0575210374161
8.8	0.0568678519382
8.9	0.056229340768
9.0	0.0555057668787
9.1	0.0548953769279
9.2	0.0542982601325
9.3	0.0538132174062
9.4	0.0532411484258
9.5	0.0526811193947
9.6	0.0520335940287
9.7	0.0514967759369
9.8	0.051070215521
9.9	0.0505547298429
10.0	0.0500495505767
10.1	0.0494552188533
10.2	0.0489700090289
10.3	0.0485934626396
